Image File,Comment [Bivalent path],Bivalent length in microns,Pachytene stage,Good trace? (y/n)
WT_5.12.19_plant16_slide2_image21,5,27.52,late,y
WT_5.12.19_plant16_slide2_image22,1,37.6998,late,y
WT_5.12.19_plant16_slide2_image22,2,33.6771,late,y
WT_5.12.19_plant16_slide2_image22,3,58.5615,late,n
WT_5.12.19_plant16_slide2_image22,4,52.9868,late,y
WT_5.12.19_plant16_slide2_image22,5,42.5989,late,y
WT_5.12.19_plant16_slide2_image23,1,45.2301,late,y
WT_5.12.19_plant16_slide2_image23,2,34.49,late,y
WT_5.12.19_plant16_slide2_image23,3,32.8489,late,y
WT_5.12.19_plant16_slide2_image23,4,50.8077,late,y
WT_5.12.19_plant16_slide2_image23,5,31.954,late,y
WT_5.12.19_plant16_slide2_image24,1,50.1395,mid/late,n
WT_5.12.19_plant16_slide2_image24,2,34.0672,mid/late,y
WT_5.12.19_plant16_slide2_image24,3,36.1737,mid/late,n
WT_5.12.19_plant16_slide2_image24,4,41.6689,mid/late,y
WT_5.12.19_plant16_slide2_image24,5,52.2741,mid/late,y
WT_5.12.19_plant16_slide2_image25,1,39.4087,late,y
WT_5.12.19_plant16_slide2_image25,2,31.007,late,y
WT_5.12.19_plant16_slide2_image25,3,35.3426,late,y
WT_5.12.19_plant16_slide2_image25,4,47.4709,late,y
WT_5.12.19_plant16_slide2_image25,5,54.5016,late,y
WT_5.12.19_plant16_slide2_image26,1,46.267,late,y
WT_5.12.19_plant16_slide2_image26,2,47.1428,late,y
WT_5.12.19_plant16_slide2_image26,3,31.186,late,y
WT_5.12.19_plant16_slide2_image26,4,36.3345,late,n
WT_5.12.19_plant16_slide2_image26,5,28.835,late,y
WT_5.12.19_plant16_slide2_image27,1,29.2322,late,y
WT_5.12.19_plant16_slide2_image27,2,51.8412,late,y
WT_5.12.19_plant16_slide2_image27,3,35.7995,late,y
WT_5.12.19_plant16_slide2_image27,4,47.0658,late,y
WT_5.12.19_plant16_slide2_image27,5,32.0306,late,y
WT_5.12.19_plant16_slide2_image28,1,45.9916,late,y
WT_5.12.19_plant16_slide2_image28,2,54.1846,late,y
WT_5.12.19_plant16_slide2_image28,3,36.8861,late,y
WT_5.12.19_plant16_slide2_image28,4,38.0548,late,y
WT_5.12.19_plant16_slide2_image28,5,62.2893,late,y
WT_5.12.19_plant16_slide2_image30,1,54.7909,mid/late,y
WT_5.12.19_plant16_slide2_image30,2,42.2553,mid/late,y
WT_5.12.19_plant16_slide2_image30,3,47.3318,mid/late,y
WT_5.12.19_plant16_slide2_image30,4,37.0455,mid/late,y
WT_5.12.19_plant16_slide2_image30,5,35.3471,mid/late,y
WT_5.12.19_plant16_slide2_image31,1,41.1216,mid,y
WT_5.12.19_plant16_slide2_image31,2,41.1865,mid,y
WT_5.12.19_plant16_slide2_image31,3,54.7291,mid,n
WT_5.12.19_plant16_slide2_image31,4,62.4017,mid,n
WT_5.12.19_plant16_slide2_image31,5,74.9195,mid,n
WT_5.12.19_plant16_slide2_image33,1,38.3142,mid,y
WT_5.12.19_plant16_slide2_image33,2,36.5865,mid,y
WT_5.12.19_plant16_slide2_image33,3,64.9138,mid,y
WT_5.12.19_plant16_slide2_image33,4,53.4799,mid,y
WT_5.12.19_plant16_slide2_image33,5,45.7415,mid,y
WT_5.12.19_plant11_slide1_image1,1,41.2436,late,y
WT_5.12.19_plant11_slide1_image1,2,44.2466,late,y
WT_5.12.19_plant11_slide1_image1,3,58.3924,late,y
WT_5.12.19_plant11_slide1_image1,4,35.42,late,y
WT_5.12.19_plant11_slide1_image1,5,53.5842,late,n
WT_5.12.19_plant11_slide1_image2,1,59.0411,late,y
WT_5.12.19_plant11_slide1_image2,2,65.0502,late,y
WT_5.12.19_plant11_slide1_image2,3,44.3321,late,y
WT_5.12.19_plant11_slide1_image2,4,42.1353,late,y
WT_5.12.19_plant11_slide1_image2,5,50.402,late,y
WT_5.12.19_plant11_slide1_image3,1,41.9228,late,y
WT_5.12.19_plant11_slide1_image3,2,58.85,late,y
WT_5.12.19_plant11_slide1_image3,3,43.8712,late,y
WT_5.12.19_plant11_slide1_image3,4,54.2922,late,y
WT_5.12.19_plant11_slide1_image3,5,38.1804,late,y
WT_5.12.19_plant11_slide1_image4,1,59.6183,late,y
WT_5.12.19_plant11_slide1_image4,2,49.5036,late,y
WT_5.12.19_plant11_slide1_image4,3,64.2864,late,y
WT_5.12.19_plant11_slide1_image4,4,41.5226,late,y
WT_5.12.19_plant11_slide1_image4,5,39.3571,late,y
WT_5.12.19_plant11_slide1_image5,1,39.9464,mid,y
WT_5.12.19_plant11_slide1_image5,2,47.225,mid,y
WT_5.12.19_plant11_slide1_image5,3,51.9962,mid,y
WT_5.12.19_plant11_slide1_image5,4,60.4621,mid,y
WT_5.12.19_plant11_slide1_image5,5,60.6185,mid,y
WT_5.12.19_plant11_slide1_image6,1,38.7648,late,y
WT_5.12.19_plant11_slide1_image6,2,49.6556,late,y
WT_5.12.19_plant11_slide1_image6,3,53.2632,late,n
WT_5.12.19_plant11_slide1_image6,4,58.1304,late,y
WT_5.12.19_plant11_slide1_image6,5,64.5827,late,n
WT_5.12.19_plant11_slide1_image7,1,43.7128,mid,y
WT_5.12.19_plant11_slide1_image7,2,65.6831,mid,y
WT_5.12.19_plant11_slide1_image7,3,38.3764,mid,y
WT_5.12.19_plant11_slide1_image7,4,53.6651,mid,y
WT_5.12.19_plant11_slide1_image7,5,43.2315,mid,y
WT_5.12.19_plant11_slide1_image8,1,43.6777,late/mid,y
WT_5.12.19_plant11_slide1_image8,2,40.5107,late/mid,y
WT_5.12.19_plant11_slide1_image8,3,58.1022,late/mid,y
WT_5.12.19_plant11_slide1_image8,4,46.6565,late/mid,y
WT_5.12.19_plant11_slide1_image8,5,51.3314,late/mid,y
WT_5.12.19_plant11_slide1_image10,1,45.2428,mid,y
WT_5.12.19_plant11_slide1_image10,2,34.2495,mid,y
WT_5.12.19_plant11_slide1_image10,3,32.3293,mid,y
WT_5.12.19_plant11_slide1_image10,4,51.7473,mid,y
WT_5.12.19_plant11_slide1_image10,5,35.3218,mid,y
WT_5.12.19_plant11_slide1_image11,1,38.7273,mid,y
WT_5.12.19_plant11_slide1_image11,2,48.1522,mid,y
WT_5.12.19_plant11_slide1_image11,3,35.3801,mid,y
WT_5.12.19_plant11_slide1_image11,4,56.0173,mid,y
WT_5.12.19_plant11_slide1_image11,5,35.3787,mid,y
WT_5.12.19_plant11_slide1_image13,1,58.7118,mid,y
WT_5.12.19_plant11_slide1_image13,2,53.9955,mid,n
WT_5.12.19_plant11_slide1_image13,3,40.1612,mid,y
WT_5.12.19_plant11_slide1_image13,4,40.0756,mid,y
WT_5.12.19_plant11_slide1_image13,5,42.4255,mid,y
WT_5.12.19_plant11_slide1_image14,1,46.5843,early,n
WT_5.12.19_plant11_slide1_image14,2,56.6252,early,y
WT_5.12.19_plant11_slide1_image14,3,54.7615,early,y
WT_5.12.19_plant11_slide1_image14,4,40.7864,early,y
WT_5.12.19_plant11_slide1_image14,5,37.5727,early,y
WT_5.12.19_plant11_slide1_image15,1,39.5428,early,y
WT_5.12.19_plant11_slide1_image15,2,38.9721,early,y
WT_5.12.19_plant11_slide1_image15,3,49.9101,early,y
WT_5.12.19_plant11_slide1_image15,4,64.2196,early,y
WT_5.12.19_plant11_slide1_image15,5,54.6801,early,y
WT_5.12.19_plant11_slide1_image16,1,71.3131,mid,y
WT_5.12.19_plant11_slide1_image16,2,42.8339,mid,y
WT_5.12.19_plant11_slide1_image16,3,40.2184,mid,y
WT_5.12.19_plant11_slide1_image16,4,55.3531,mid,y
WT_5.12.19_plant11_slide1_image16,5,59.2195,mid,y
WT_5.12.19_plant11_slide1_image17,1,66.1725,early,y
WT_5.12.19_plant11_slide1_image17,2,57.4392,early,y
WT_5.12.19_plant11_slide1_image17,3,39.7271,early,y
WT_5.12.19_plant11_slide1_image17,4,50.3336,early,y
WT_5.12.19_plant11_slide1_image17,5,42.4571,early,y
WT_5.12.19_plant16_slide1_image1,1,68.6829,late,y
WT_5.12.19_plant16_slide1_image1,2,70.329,late,y
WT_5.12.19_plant16_slide1_image1,3,53.2269,late,y
WT_5.12.19_plant16_slide1_image1,4,49.7166,late,y
WT_5.12.19_plant16_slide1_image1,5,47.5524,late,y
WT_5.12.19_plant16_slide1_image4,1,74.6469,late,y
WT_5.12.19_plant16_slide1_image4,2,55.4707,late,y
WT_5.12.19_plant16_slide1_image4,3,46.3379,late,y
WT_5.12.19_plant16_slide1_image4,4,76.2369,late,y
WT_5.12.19_plant16_slide1_image4,5,55.5503,late,y
WT_5.12.19_plant16_slide1_image5,1,41.7259,mid,y
WT_5.12.19_plant16_slide1_image5,2,38.0516,mid,y
WT_5.12.19_plant16_slide1_image5,3,40.4362,mid,y
WT_5.12.19_plant16_slide1_image5,4,64.4252,mid,y
WT_5.12.19_plant16_slide1_image5,5,50.5004,mid,y
WT_5.12.19_plant16_slide1_image6,1,65.0109,late,y
WT_5.12.19_plant16_slide1_image6,2,56.6359,late,y
WT_5.12.19_plant16_slide1_image6,3,41.0565,late,y
WT_5.12.19_plant16_slide1_image6,4,47.9901,late,y
WT_5.12.19_plant16_slide1_image6,5,41.9089,late,y
WT_5.12.19_plant16_slide1_image9,1,75.2006,late,y
WT_5.12.19_plant16_slide1_image9,2,59.2966,late,y
WT_5.12.19_plant16_slide1_image9,3,66.4562,late,y
WT_5.12.19_plant16_slide1_image9,4,48.9221,late,y
WT_5.12.19_plant16_slide1_image9,5,48.0214,late,y
WT_5.12.19_plant16_slide1_image12,1,47.9668,late,y
WT_5.12.19_plant16_slide1_image12,2,40.4216,late,y
WT_5.12.19_plant16_slide1_image12,3,32.221,late,y
WT_5.12.19_plant16_slide1_image12,4,34.3446,late,y
WT_5.12.19_plant16_slide1_image12,5,47.1518,late,y
WT_5.12.19_plant16_slide1_image13,1,57.258,late,y
WT_5.12.19_plant16_slide1_image13,2,39.1065,late,y
WT_5.12.19_plant16_slide1_image13,3,45.9511,late,y
WT_5.12.19_plant16_slide1_image13,4,55.8376,late,y
WT_5.12.19_plant16_slide1_image13,5,39.2655,late,y
WT_5.12.19_plant16_slide1_image14,1,50.1697,mid,y
WT_5.12.19_plant16_slide1_image14,2,48.4033,mid,y
WT_5.12.19_plant16_slide1_image14,3,82.3202,mid,y
WT_5.12.19_plant16_slide1_image14,4,68.4949,mid,y
WT_5.12.19_plant16_slide1_image14,5,78.8569,mid,y
WT_5.12.19_plant11_slide2_image1,1,44.0297,late,y
WT_5.12.19_plant11_slide2_image1,2,63.6552,late,y
WT_5.12.19_plant11_slide2_image1,3,61.4214,late,y
WT_5.12.19_plant11_slide2_image1,4,44.3729,late,y
WT_5.12.19_plant11_slide2_image1,5,47.0245,late,y
WT_5.12.19_plant11_slide2_image2.1,1,40.897,late,n
WT_5.12.19_plant11_slide2_image2.1,2,62.8585,late,n
WT_5.12.19_plant11_slide2_image2.1,3,42.3384,late,y
WT_5.12.19_plant11_slide2_image2.1,4,56.5327,late,y
WT_5.12.19_plant11_slide2_image2.1,5,41.3194,late,y
WT_5.12.19_plant11_slide2_image2.2,1,42.165,late,y
WT_5.12.19_plant11_slide2_image2.2,2,60.2388,late,y
WT_5.12.19_plant11_slide2_image2.2,3,57.59,late,y
WT_5.12.19_plant11_slide2_image2.2,4,41.8912,late,y
WT_5.12.19_plant11_slide2_image2.2,5,40.8163,late,y
WT_5.12.19_plant11_slide2_image3.1,1,53.037,late,y
WT_5.12.19_plant11_slide2_image3.1,2,37.0511,late,y
WT_5.12.19_plant11_slide2_image3.1,3,42.892,late,y
WT_5.12.19_plant11_slide2_image3.1,4,35.9889,late,y
WT_5.12.19_plant11_slide2_image3.1,5,48.8691,late,y
WT_5.12.19_plant11_slide2_image3.2,1,43.0712,late,y
WT_5.12.19_plant11_slide2_image3.2,2,47.2826,late,y
WT_5.12.19_plant11_slide2_image3.2,3,47.9044,late,y
WT_5.12.19_plant11_slide2_image3.2,4,52.2498,late,y
WT_5.12.19_plant11_slide2_image3.2,5,36.5702,late,y
WT_5.12.19_plant11_slide2_image4,1,42.2969,late,y
WT_5.12.19_plant11_slide2_image4,2,44.0173,late,y
WT_5.12.19_plant11_slide2_image4,3,58.1916,late,y
WT_5.12.19_plant11_slide2_image4,4,50.1569,late,n
WT_5.12.19_plant11_slide2_image4,5,45.7571,late,n
WT_5.12.19_plant11_slide2_image5,1,48.6204,late,y
WT_5.12.19_plant11_slide2_image5,2,51.3143,late,y
WT_5.12.19_plant11_slide2_image5,3,63.3372,late,n
WT_5.12.19_plant11_slide2_image5,4,37.077,late,y
WT_5.12.19_plant11_slide2_image5,5,40.4334,late,y
WT_5.12.19_plant11_slide2_image6,1,69.8151,late,y
WT_5.12.19_plant11_slide2_image6,2,41.4841,late,y
WT_5.12.19_plant11_slide2_image6,3,44.7789,late,y
WT_5.12.19_plant11_slide2_image6,4,48.419,late,y
WT_5.12.19_plant11_slide2_image6,5,58.1188,late,y
WT_5.12.19_plant11_slide2_image7,1,50.1765,late,y
WT_5.12.19_plant11_slide2_image7,2,47.9978,late,y
WT_5.12.19_plant11_slide2_image7,3,38.7502,late,y
WT_5.12.19_plant11_slide2_image7,4,53.4759,late,y
WT_5.12.19_plant11_slide2_image7,5,47.6957,late,y
WT_5.12.19_plant11_slide2_image8,1,44.864,late,y
WT_5.12.19_plant11_slide2_image8,2,58.0922,late,y
WT_5.12.19_plant11_slide2_image8,3,66.789,late,y
WT_5.12.19_plant11_slide2_image8,4,48.2878,late,y
WT_5.12.19_plant11_slide2_image8,5,73.2344,late,n
WT_5.12.19_plant11_slide2_image9,1,40.6914,late/mid,y
WT_5.12.19_plant11_slide2_image9,2,48.2033,late/mid,y
WT_5.12.19_plant11_slide2_image9,3,34.9239,late/mid,y
WT_5.12.19_plant11_slide2_image9,4,36.2862,late/mid,y
WT_5.12.19_plant11_slide2_image9,5,52.4463,late/mid,y
WT_5.12.19_plant11_slide2_image10,1,35.7964,late,n
WT_5.12.19_plant11_slide2_image10,2,43.6528,late,y
WT_5.12.19_plant11_slide2_image10,3,40.5942,late,y
WT_5.12.19_plant11_slide2_image10,4,35.7771,late,y
WT_5.12.19_plant11_slide2_image10,5,40.2048,late,y
WT_5.12.19_plant11_slide2_image11,1,48.1198,late,y
WT_5.12.19_plant11_slide2_image11,2,44.3988,late,y
WT_5.12.19_plant11_slide2_image11,3,61.4288,late,n
WT_5.12.19_plant11_slide2_image11,4,75.6265,late,n
WT_5.12.19_plant11_slide2_image11,5,59.1217,late,y
WT_5.12.19_plant11_slide2_image12,1,56.2061,mid/late,y
WT_5.12.19_plant11_slide2_image12,2,47.5797,mid/late,y
WT_5.12.19_plant11_slide2_image12,3,49.8719,mid/late,y
WT_5.12.19_plant11_slide2_image12,4,65.7642,mid/late,n
WT_5.12.19_plant11_slide2_image12,5,43.9678,mid/late,y
WT_5.12.19_plant11_slide2_image14,1,45.9727,mid/late,n
WT_5.12.19_plant11_slide2_image14,2,41.0564,mid/late,n
WT_5.12.19_plant11_slide2_image14,3,65.4948,mid/late,n
WT_5.12.19_plant11_slide2_image14,4,61.1244,mid/late,y
WT_5.12.19_plant11_slide2_image14,5,51.254,mid/late,n
WT_5.12.19_plant11_slide2_image15,1,57.2887,early,n
WT_5.12.19_plant11_slide2_image15,2,48.397,early,y
WT_5.12.19_plant11_slide2_image15,3,42.5867,early,y
WT_5.12.19_plant11_slide2_image15,4,59.2689,early,y
WT_5.12.19_plant11_slide2_image15,5,51.2101,early,n
WT_5.12.19_plant11_slide2_image16,1,41.3827,early,y
WT_5.12.19_plant11_slide2_image16,2,63.1875,early,y
WT_5.12.19_plant11_slide2_image16,3,43.3752,early,y
WT_5.12.19_plant11_slide2_image16,4,51.2489,early,n
WT_5.12.19_plant11_slide2_image16,5,45.5495,early,n
WT_2.12.19_plant11_slide1_image1,1,41.5998,late,y
WT_2.12.19_plant11_slide1_image1,2,43.2342,late,y
WT_2.12.19_plant11_slide1_image1,3,47.2385,late,y
WT_2.12.19_plant11_slide1_image1,4,58.3153,late,y
WT_2.12.19_plant11_slide1_image1,5,60.6292,late,y
WT_2.12.19_plant11_slide1_image2,1,64.3869,late,y
WT_2.12.19_plant11_slide1_image2,2,50.0151,late,n
WT_2.12.19_plant11_slide1_image2,3,37.9643,late,y
WT_2.12.19_plant11_slide1_image2,4,40.9677,late,y
WT_2.12.19_plant11_slide1_image2,5,39.4772,late,y
WT_2.12.19_plant11_slide1_image3,1,45.8223,late,y
WT_2.12.19_plant11_slide1_image3,2,46.7756,late,y
WT_2.12.19_plant11_slide1_image3,3,66.1428,late,y
WT_2.12.19_plant11_slide1_image3,4,55.8115,late,y
WT_2.12.19_plant11_slide1_image3,5,70.0331,late,y
WT_2.12.19_plant11_slide1_image4,1,55.7729,late,n
WT_2.12.19_plant11_slide1_image4,2,46.661,late,y
WT_2.12.19_plant11_slide1_image4,3,55.586,late,y
WT_2.12.19_plant11_slide1_image4,4,33.7579,late,y
WT_2.12.19_plant11_slide1_image4,5,38.1463,late,y
WT_2.12.19_plant11_slide1_image7,1,85.8847,late,n
WT_2.12.19_plant11_slide1_image7,2,61.5361,late,n
WT_2.12.19_plant11_slide1_image7,3,51.2046,late,y
WT_2.12.19_plant11_slide1_image7,4,78.6619,late,n
WT_2.12.19_plant11_slide1_image7,5,89.9481,late,y
WT_2.12.19_plant11_slide1_image8,1,36.4098,late,y
WT_2.12.19_plant11_slide1_image8,2,56.5178,late,y
WT_2.12.19_plant11_slide1_image8,3,51.3445,late,y
WT_2.12.19_plant11_slide1_image8,4,61.3514,late,y
WT_2.12.19_plant11_slide1_image8,5,36.0554,late,y
WT_2.12.19_plant11_slide1_image9,1,36.138,late,y
WT_2.12.19_plant11_slide1_image9,2,56.6807,late,y
WT_2.12.19_plant11_slide1_image9,3,48.5607,late,y
WT_2.12.19_plant11_slide1_image9,4,50.7255,late,y
WT_2.12.19_plant11_slide1_image9,5,38.4203,late,y
WT_2.12.19_plant11_slide1_image10,1,63.0626,late,n
WT_2.12.19_plant11_slide1_image10,2,54.8904,late,n
WT_2.12.19_plant11_slide1_image10,3,42.9691,late,n
WT_2.12.19_plant11_slide1_image10,4,59.1014,late,n
WT_2.12.19_plant11_slide1_image10,5,44.3896,late,y
WT_2.12.19_plant11_slide1_image11,1,39.7328,late/mid,y
WT_2.12.19_plant11_slide1_image11,2,54.0588,late/mid,y
WT_2.12.19_plant11_slide1_image11,3,38.5587,late/mid,y
WT_2.12.19_plant11_slide1_image11,4,57.7638,late/mid,y
WT_2.12.19_plant11_slide1_image11,5,46.8555,late/mid,y
WT_27.2.20_plant1_slide1_image1,1,52.1435,mid,y
WT_27.2.20_plant1_slide1_image1,2,33.0659,mid,y
WT_27.2.20_plant1_slide1_image1,3,44.8806,mid,y
WT_27.2.20_plant1_slide1_image1,4,56.1802,mid,y
WT_27.2.20_plant1_slide1_image1,5,35.2833,mid,y
WT_27.2.20_plant1_slide1_image4,1,34.8311,mid,y
WT_27.2.20_plant1_slide1_image4,2,38.9555,mid,y
WT_27.2.20_plant1_slide1_image4,3,55.1456,mid,y
WT_27.2.20_plant1_slide1_image4,4,52.8324,mid,y
WT_27.2.20_plant1_slide1_image4,5,43.5475,mid,y
WT_27.2.20_plant1_slide1_image5,1,74.1832,mid,y
WT_27.2.20_plant1_slide1_image5,2,63.0697,mid,y
WT_27.2.20_plant1_slide1_image5,3,57.5181,mid,y
WT_27.2.20_plant1_slide1_image5,4,42.3167,mid,y
WT_27.2.20_plant1_slide1_image5,5,42.5987,mid,y
WT_27.2.20_plant1_slide1_image7,1,42.832,mid,y
WT_27.2.20_plant1_slide1_image7,2,51.2863,mid,y
WT_27.2.20_plant1_slide1_image7,3,45.6319,mid,y
WT_27.2.20_plant1_slide1_image7,4,36.7859,mid,y
WT_27.2.20_plant1_slide1_image7,5,35.8355,mid,y
WT_27.2.20_plant1_slide1_image8,1,52.4663,mid/late,y
WT_27.2.20_plant1_slide1_image8,2,38.5248,mid/late,y
WT_27.2.20_plant1_slide1_image8,3,35.7341,mid/late,y
WT_27.2.20_plant1_slide1_image8,4,34.1973,mid/late,y
WT_27.2.20_plant1_slide1_image8,5,46.2061,mid/late,y
WT_27.2.20_plant1_slide1_image9,1,56.9163,mid/late,y
WT_27.2.20_plant1_slide1_image9,2,41.4905,mid/late,y
WT_27.2.20_plant1_slide1_image9,3,39.5907,mid/late,y
WT_27.2.20_plant1_slide1_image9,4,38.6885,mid/late,y
WT_27.2.20_plant1_slide1_image9,5,49.1811,mid/late,y
WT_27.2.20_plant1_slide1_image12,1,46.3632,late,y
WT_27.2.20_plant1_slide1_image12,2,36.7704,late,y
WT_27.2.20_plant1_slide1_image12,3,49.6185,late,y
WT_27.2.20_plant1_slide1_image12,4,55.0126,late,y
WT_27.2.20_plant1_slide1_image12,5,59.5136,late,y
WT_27.2.20_plant1_slide1_image13,1,35.6277,mid,y
WT_27.2.20_plant1_slide1_image13,2,58.8476,mid,n
WT_27.2.20_plant1_slide1_image13,3,43.7698,mid,y
WT_27.2.20_plant1_slide1_image13,4,71.2715,mid,y
WT_27.2.20_plant1_slide1_image13,5,53.2378,mid,y
WT_27.2.20_plant1_slide1_image14,1,39.0618,mid,y
WT_27.2.20_plant1_slide1_image14,2,35.9133,mid,y
WT_27.2.20_plant1_slide1_image14,3,52.8827,mid,y
WT_27.2.20_plant1_slide1_image14,4,58.1672,mid,y
WT_27.2.20_plant1_slide1_image14,5,45.0591,mid,y
WT_27.2.20_plant1_slide1_image16,1,51.916,mid,y
WT_27.2.20_plant1_slide1_image16,2,58.4636,mid,y
WT_27.2.20_plant1_slide1_image16,3,70.3587,mid,y
WT_27.2.20_plant1_slide1_image16,4,37.4732,mid,y
WT_27.2.20_plant1_slide1_image16,5,40.2762,mid,y
WT_27.2.20_plant1_slide1_image17,1,39.8303,mid,y
WT_27.2.20_plant1_slide1_image17,2,57.7994,mid,y
WT_27.2.20_plant1_slide1_image17,3,53.8735,mid,y
WT_27.2.20_plant1_slide1_image17,4,44.6999,mid,y
WT_27.2.20_plant1_slide1_image17,5,38.6404,mid,y
WT_27.2.20_plant2_slide1_image2,1,35.1842,late/mid,n
WT_27.2.20_plant2_slide1_image2,2,54.1388,late/mid,n
WT_27.2.20_plant2_slide1_image2,3,44.0461,late/mid,n
WT_27.2.20_plant2_slide1_image2,4,35.2514,late/mid,y
WT_27.2.20_plant2_slide1_image2,5,55.142,late/mid,n
WT_27.2.20_plant2_slide1_image4,1,44.2658,mid,n
WT_27.2.20_plant2_slide1_image4,2,42.205,mid,y
WT_27.2.20_plant2_slide1_image4,3,49.6791,mid,n
WT_27.2.20_plant2_slide1_image4,4,31.0223,mid,n
WT_27.2.20_plant2_slide1_image4,5,29.515,mid,y
WT_27.2.20_plant2_slide1_image7,1,52.6278,mid,y
WT_27.2.20_plant2_slide1_image7,2,46.9284,mid,y
WT_27.2.20_plant2_slide1_image7,3,59.7749,mid,y
WT_27.2.20_plant2_slide1_image7,4,36.7105,mid,y
WT_27.2.20_plant2_slide1_image7,5,37.6698,mid,y
WT_27.2.20_plant2_slide1_image8,1,39.3068,late/mid,y
WT_27.2.20_plant2_slide1_image8,2,54.229,late/mid,y
WT_27.2.20_plant2_slide1_image8,3,33.827,late/mid,y
WT_27.2.20_plant2_slide1_image8,4,38.3644,late/mid,y
WT_27.2.20_plant2_slide1_image8,5,50.6188,late/mid,n
WT_27.2.20_plant2_slide1_image9,1,74.8229,late,y
WT_27.2.20_plant2_slide1_image9,2,42.3162,late,y
WT_27.2.20_plant2_slide1_image9,3,45.0363,late,n
WT_27.2.20_plant2_slide1_image9,4,37.2368,late,y
WT_27.2.20_plant2_slide1_image9,5,56.7371,late,n
WT_27.2.20_plant2_slide1_image10,1,40.653,late,y
WT_27.2.20_plant2_slide1_image10,2,58.2834,late,y
WT_27.2.20_plant2_slide1_image10,3,58.9109,late,y
WT_27.2.20_plant2_slide1_image10,4,45.4101,late,y
WT_27.2.20_plant2_slide1_image10,5,40.6428,late,y
WT_27.2.20_plant2_slide1_image11,1,39.954,late/mid,y
WT_27.2.20_plant2_slide1_image11,2,44.8449,late/mid,y
WT_27.2.20_plant2_slide1_image11,3,36.5029,late/mid,y
WT_27.2.20_plant2_slide1_image11,4,59.4098,late/mid,y
WT_27.2.20_plant2_slide1_image11,5,53.2105,late/mid,y
WT_27.2.20_plant2_slide1_image13,1,35.9519,mid,y
WT_27.2.20_plant2_slide1_image13,2,58.5098,mid,n
WT_27.2.20_plant2_slide1_image13,3,54.5779,mid,n
WT_27.2.20_plant2_slide1_image13,4,38.6002,mid,y
WT_27.2.20_plant2_slide1_image13,5,43.5866,mid,n
WT_27.2.20_plant2_slide1_image14,1,32.4264,mid,y
WT_27.2.20_plant2_slide1_image14,2,32.8429,mid,y
WT_27.2.20_plant2_slide1_image14,3,48.8561,mid,y
WT_27.2.20_plant2_slide1_image14,4,35.2919,mid,n
WT_27.2.20_plant2_slide1_image14,5,41.6502,mid,n
WT_27.2.20_plant3_slide1_image2,1,54.1712,late,y
WT_27.2.20_plant3_slide1_image2,2,63.1445,late,y
WT_27.2.20_plant3_slide1_image2,3,44.6998,late,y
WT_27.2.20_plant3_slide1_image2,4,37.1876,late,n
WT_27.2.20_plant3_slide1_image2,5,42.2719,late,y
WT_27.2.20_plant3_slide1_image3,1,35.1546,late,y
WT_27.2.20_plant3_slide1_image3,2,39.9665,late,y
WT_27.2.20_plant3_slide1_image3,3,37.8011,late,y
WT_27.2.20_plant3_slide1_image3,4,58.9112,late,y
WT_27.2.20_plant3_slide1_image3,5,43.2304,late,y
WT_27.2.20_plant3_slide1_image4,1,53.7262,late,y
WT_27.2.20_plant3_slide1_image4,2,41.5017,late,y
WT_27.2.20_plant3_slide1_image4,3,37.6833,late,y
WT_27.2.20_plant3_slide1_image4,4,58.8241,late,y
WT_27.2.20_plant3_slide1_image4,5,41.3106,late,y
WT_27.2.20_plant3_slide1_image5,1,47.9029,late,y
WT_27.2.20_plant3_slide1_image5,2,36.3312,late,y
WT_27.2.20_plant3_slide1_image5,3,32.2455,late,y
WT_27.2.20_plant3_slide1_image5,4,32.113,late,y
WT_27.2.20_plant3_slide1_image5,5,43.417,late,y
WT_27.2.20_plant3_slide1_image7,1,51.7024,late,y
WT_27.2.20_plant3_slide1_image7,2,42.5268,late,y
WT_27.2.20_plant3_slide1_image7,3,41.5473,late,y
WT_27.2.20_plant3_slide1_image7,4,37.982,late,y
WT_27.2.20_plant3_slide1_image7,5,57.1832,late,y
WT_27.2.20_plant3_slide1_image10,1,47.5337,late,n
WT_27.2.20_plant3_slide1_image10,2,48.2207,late,n
WT_27.2.20_plant3_slide1_image10,3,77.6487,late,n
WT_27.2.20_plant3_slide1_image10,4,47.463,late,y
WT_27.2.20_plant3_slide1_image10,5,58.3395,late,n
WT_27.2.20_plant3_slide1_image12,1,71.6093,mid,y
WT_27.2.20_plant3_slide1_image12,2,70.8901,mid,n
WT_27.2.20_plant3_slide1_image12,3,56.8268,mid,y
WT_27.2.20_plant3_slide1_image12,4,47.0139,mid,y
WT_27.2.20_plant3_slide1_image12,5,51.0251,mid,y
WT_27.2.20_plant3_slide1_image13,1,66.4789,mid,y
WT_27.2.20_plant3_slide1_image13,2,53.6776,mid,n
WT_27.2.20_plant3_slide1_image13,3,89.6285,mid,n
WT_27.2.20_plant3_slide1_image13,4,53.2352,mid,y
WT_27.2.20_plant3_slide1_image13,5,76.6194,mid,y
WT_27.2.20_plant3_slide1_image14,1,44.0523,early,y
WT_27.2.20_plant3_slide1_image14,2,58.6815,early,y
WT_27.2.20_plant3_slide1_image14,3,43.4697,early,y
WT_27.2.20_plant3_slide1_image14,4,44.1289,early,n
