Image File,Comment [Bivalent path],Bivalent length in microns,Pachytene stage,Good trace? (y/n)
HEI10OXC2_25.2.20_plant1_slide1_image3,5,56.8581,late,n
HEI10OXC2_25.2.20_plant1_slide1_image4,1,36.2883,late,n
HEI10OXC2_25.2.20_plant1_slide1_image4,2,40.4821,late,y
HEI10OXC2_25.2.20_plant1_slide1_image4,3,41.5967,late,y
HEI10OXC2_25.2.20_plant1_slide1_image4,4,56.7498,late,y
HEI10OXC2_25.2.20_plant1_slide1_image4,5,51.3272,late,y
HEI10OXC2_25.2.20_plant1_slide1_image5,1,43.8141,late,y
HEI10OXC2_25.2.20_plant1_slide1_image5,2,30.9027,late,y
HEI10OXC2_25.2.20_plant1_slide1_image5,3,35.2919,late,y
HEI10OXC2_25.2.20_plant1_slide1_image5,4,44.0501,late,y
HEI10OXC2_25.2.20_plant1_slide1_image5,5,50.7871,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.1,1,42.7003,late,n
HEI10OXC2_25.2.20_plant1_slide1_image6.1,2,47.4302,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.1,3,68.1913,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.1,4,50.8449,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.1,5,44.2116,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.2,1,69.0209,late,n
HEI10OXC2_25.2.20_plant1_slide1_image6.2,2,57.5653,late,n
HEI10OXC2_25.2.20_plant1_slide1_image6.2,3,48.3039,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.2,4,42.0238,late,y
HEI10OXC2_25.2.20_plant1_slide1_image6.2,5,35.8889,late,y
HEI10OXC2_25.2.20_plant1_slide1_image7,1,69.2039,late,y
HEI10OXC2_25.2.20_plant1_slide1_image7,2,38.0578,late,y
HEI10OXC2_25.2.20_plant1_slide1_image7,3,39.1629,late,y
HEI10OXC2_25.2.20_plant1_slide1_image7,4,40.9412,late,y
HEI10OXC2_25.2.20_plant1_slide1_image7,5,55.9876,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.1,1,51.6893,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.1,2,40.5629,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.1,3,37.6877,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.1,4,47.9711,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.1,5,57.5598,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.2,1,44.457,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.2,2,46.9726,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.2,3,40.3276,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.2,4,42.9883,late,y
HEI10OXC2_25.2.20_plant1_slide1_image8.2,5,53.0599,late,y
HEI10OXC2_25.2.20_plant1_slide1_image9,1,68.0441,late,y
HEI10OXC2_25.2.20_plant1_slide1_image9,2,55.2826,late,y
HEI10OXC2_25.2.20_plant1_slide1_image9,3,75.8685,late,y
HEI10OXC2_25.2.20_plant1_slide1_image9,4,53.5677,late,y
HEI10OXC2_25.2.20_plant1_slide1_image9,5,50.2618,late,y
HEI10OXC2_25.2.20_plant1_slide1_image10,1,46.5499,late,y
HEI10OXC2_25.2.20_plant1_slide1_image10,2,37.803,late,y
HEI10OXC2_25.2.20_plant1_slide1_image10,3,45.884,late,n
HEI10OXC2_25.2.20_plant1_slide1_image10,4,59.9767,late,y
HEI10OXC2_25.2.20_plant1_slide1_image10,5,51.3958,late,n
HEI10OXC2_25.2.20_plant1_slide1_image11,1,62.133,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image11,2,45.4607,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image11,3,42.0065,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image11,4,54.3717,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image11,5,47.6596,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image16,1,41.7139,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image16,2,58.1773,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image16,3,53.0605,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image16,4,36.6786,late/mid,y
HEI10OXC2_25.2.20_plant1_slide1_image16,5,41.5698,late/mid,y
HEI10OXC2_25.2.20_plant2_slide1_image1,1,53.0433,late,n
HEI10OXC2_25.2.20_plant2_slide1_image1,2,47.4351,late,y
HEI10OXC2_25.2.20_plant2_slide1_image1,3,37.9041,late,y
HEI10OXC2_25.2.20_plant2_slide1_image1,4,33.7243,late,y
HEI10OXC2_25.2.20_plant2_slide1_image1,5,40.8276,late,n
HEI10OXC2_25.2.20_plant2_slide1_image6,1,41.9179,late/mid,y
HEI10OXC2_25.2.20_plant2_slide1_image6,2,67.5712,late/mid,n
HEI10OXC2_25.2.20_plant2_slide1_image6,3,43.4155,late/mid,y
HEI10OXC2_25.2.20_plant2_slide1_image6,4,58.8926,late/mid,y
HEI10OXC2_25.2.20_plant2_slide1_image6,5,41.7474,late/mid,y
HEI10OXC2_25.2.20_plant2_slide1_image7,1,62.5884,late,y
HEI10OXC2_25.2.20_plant2_slide1_image7,2,84.0882,late,n
HEI10OXC2_25.2.20_plant2_slide1_image7,3,69.204,late,n
HEI10OXC2_25.2.20_plant2_slide1_image7,4,80.5099,late,n
HEI10OXC2_25.2.20_plant2_slide1_image7,5,49.4192,late,n
HEI10OXC2_25.2.20_plant2_slide1_image8,1,42.1837,late,y
HEI10OXC2_25.2.20_plant2_slide1_image8,2,56.4841,late,n
HEI10OXC2_25.2.20_plant2_slide1_image8,3,42.9256,late,y
HEI10OXC2_25.2.20_plant2_slide1_image8,4,36.0439,late,n
HEI10OXC2_25.2.20_plant2_slide1_image8,5,38.5446,late,n
HEI10OXC2_25.2.20_plant2_slide1_image9,1,33.4261,late,y
HEI10OXC2_25.2.20_plant2_slide1_image9,2,51.9926,late,y
HEI10OXC2_25.2.20_plant2_slide1_image9,3,46.1182,late,y
HEI10OXC2_25.2.20_plant2_slide1_image9,4,35.861,late,y
HEI10OXC2_25.2.20_plant2_slide1_image9,5,36.9011,late,y
HEI10OXC2_25.2.20_plant2_slide1_image11,1,59.7628,late,y
HEI10OXC2_25.2.20_plant2_slide1_image11,2,40.3895,late,y
HEI10OXC2_25.2.20_plant2_slide1_image11,3,38.5566,late,y
HEI10OXC2_25.2.20_plant2_slide1_image11,4,54.0989,late,n
HEI10OXC2_25.2.20_plant2_slide1_image11,5,42.1362,late,n
HEI10OXC2_25.2.20_plant2_slide1_image12,1,33.3503,late,y
HEI10OXC2_25.2.20_plant2_slide1_image12,2,42.4867,late,y
HEI10OXC2_25.2.20_plant2_slide1_image12,3,47.992,late,y
HEI10OXC2_25.2.20_plant2_slide1_image12,4,29.9657,late,y
HEI10OXC2_25.2.20_plant2_slide1_image12,5,33.7129,late,y
HEI10OXC2_25.2.20_plant2_slide1_image13,1,40.1793,late,y
HEI10OXC2_25.2.20_plant2_slide1_image13,2,47.9929,late,y
HEI10OXC2_25.2.20_plant2_slide1_image13,3,55.0696,late,n
HEI10OXC2_25.2.20_plant2_slide1_image13,4,37.3025,late,y
HEI10OXC2_25.2.20_plant2_slide1_image13,5,65.5894,late,n
HEI10OXC2_25.2.20_plant2_slide1_image18,1,58.5807,mid,n
HEI10OXC2_25.2.20_plant2_slide1_image18,2,47.5359,mid,y
HEI10OXC2_25.2.20_plant2_slide1_image18,3,47.37,mid,y
HEI10OXC2_25.2.20_plant2_slide1_image18,4,60.3456,mid,y
HEI10OXC2_25.2.20_plant2_slide1_image18,5,46.0906,mid,y
hei10+-_2.8.19_plant22_slide1_image3,1,48.1431,late,y
hei10+-_2.8.19_plant22_slide1_image3,2,41.2791,late,y
hei10+-_2.8.19_plant22_slide1_image3,3,33.6319,late,y
hei10+-_2.8.19_plant22_slide1_image3,4,48.0683,late,y
hei10+-_2.8.19_plant22_slide1_image3,5,31.4781,late,y
hei10+-_2.8.19_plant22_slide1_image5,1,35.7241,late,y
hei10+-_2.8.19_plant22_slide1_image5,2,35.2321,late,y
hei10+-_2.8.19_plant22_slide1_image5,3,48.6525,late,y
hei10+-_2.8.19_plant22_slide1_image5,4,53.6611,late,y
hei10+-_2.8.19_plant22_slide1_image5,5,39.454,late,y
hei10+-_2.8.19_plant22_slide1_image6,1,50.0391,late,y
hei10+-_2.8.19_plant22_slide1_image6,2,35.5992,late,y
hei10+-_2.8.19_plant22_slide1_image6,3,38.4678,late,y
hei10+-_2.8.19_plant22_slide1_image6,4,56.8026,late,y
hei10+-_2.8.19_plant22_slide1_image6,5,42.7435,late,y
hei10+-_2.8.19_plant22_slide1_image7,1,36.985,late,y
hei10+-_2.8.19_plant22_slide1_image7,2,38.5605,late,y
hei10+-_2.8.19_plant22_slide1_image7,3,57.9152,late,y
hei10+-_2.8.19_plant22_slide1_image7,4,48.0169,late,y
hei10+-_2.8.19_plant22_slide1_image7,5,45.3596,late,y
hei10+-_2.8.19_plant22_slide1_image9,1,33.2214,late,y
hei10+-_2.8.19_plant22_slide1_image9,2,33.9998,late,y
hei10+-_2.8.19_plant22_slide1_image9,3,48.1497,late,y
hei10+-_2.8.19_plant22_slide1_image9,4,47.0745,late,y
hei10+-_2.8.19_plant22_slide1_image9,5,35.0379,late,y
hei10+-_2.8.19_plant22_slide1_image10,1,45.2304,late,n
hei10+-_2.8.19_plant22_slide1_image10,2,54.858,late,y
hei10+-_2.8.19_plant22_slide1_image10,3,38.4285,late,y
hei10+-_2.8.19_plant22_slide1_image10,4,39.5015,late,y
hei10+-_2.8.19_plant22_slide1_image10,5,61.3118,late,y
hei10+-_2.8.19_plant22_slide1_image11,1,32.5454,late,y
hei10+-_2.8.19_plant22_slide1_image11,2,34.2201,late,y
hei10+-_2.8.19_plant22_slide1_image11,3,34.5182,late,y
hei10+-_2.8.19_plant22_slide1_image11,4,45.4781,late,y
hei10+-_2.8.19_plant22_slide1_image11,5,38.9053,late,y
hei10+-_2.8.19_plant22_slide1_image12,1,41.3794,late,y
hei10+-_2.8.19_plant22_slide1_image12,2,57.7573,late,y
hei10+-_2.8.19_plant22_slide1_image12,3,47.6933,late,y
hei10+-_2.8.19_plant22_slide1_image12,4,39.1756,late,y
hei10+-_2.8.19_plant22_slide1_image12,5,61.411,late,y
hei10+-_2.8.19_plant22_slide1_image13,1,41.3457,late,y
hei10+-_2.8.19_plant22_slide1_image13,2,34.4353,late,y
hei10+-_2.8.19_plant22_slide1_image13,3,47.6218,late,y
hei10+-_2.8.19_plant22_slide1_image13,4,51.8817,late,y
hei10+-_2.8.19_plant22_slide1_image13,5,34.1041,late,y
hei10+-_2.8.19_plant22_slide1_image14,1,51.9983,late,y
hei10+-_2.8.19_plant22_slide1_image14,2,44.6243,late,y
hei10+-_2.8.19_plant22_slide1_image14,3,36.5558,late,y
hei10+-_2.8.19_plant22_slide1_image14,4,36.6847,late,y
hei10+-_2.8.19_plant22_slide1_image14,5,46.3147,late,y
hei10+-_2.8.19_plant22_slide1_image15,1,40.5213,early,n
hei10+-_2.8.19_plant22_slide1_image15,2,41.195,early,n
hei10+-_2.8.19_plant22_slide1_image15,3,35.1246,early,n
hei10+-_2.8.19_plant22_slide1_image15,4,56.0308,early,n
hei10+-_2.8.19_plant22_slide1_image15,5,51.7234,early,n
hei10+-_2.8.19_plant22_slide1_image17,1,37.2947,mid,y
hei10+-_2.8.19_plant22_slide1_image17,2,37.4866,mid,y
hei10+-_2.8.19_plant22_slide1_image17,3,42.2612,mid,y
hei10+-_2.8.19_plant22_slide1_image17,4,51.9289,mid,y
hei10+-_2.8.19_plant22_slide1_image17,5,48.6079,mid,y
hei10+-_2.8.19_plant22_slide1_image18,1,49.6243,early,y
hei10+-_2.8.19_plant22_slide1_image18,2,56.5839,early,y
hei10+-_2.8.19_plant22_slide1_image18,3,41.3373,early,y
hei10+-_2.8.19_plant22_slide1_image18,4,64.7667,early,y
hei10+-_2.8.19_plant22_slide1_image18,5,43.252,early,y
hei10+-_2.8.19_plant22_slide1_image20,1,38.7324,mid,y
hei10+-_2.8.19_plant22_slide1_image20,2,33.515,mid,y
hei10+-_2.8.19_plant22_slide1_image20,3,28.861,mid,y
hei10+-_2.8.19_plant22_slide1_image20,4,47.747,mid,y
hei10+-_2.8.19_plant22_slide1_image20,5,49.8496,mid,y
hei10+-_2.8.19_plant22_slide1_image23,1,39.1958,early,y
hei10+-_2.8.19_plant22_slide1_image23,2,50.6914,early,y
hei10+-_2.8.19_plant22_slide1_image23,3,36.8031,early,y
hei10+-_2.8.19_plant22_slide1_image23,4,64.6673,early,y
hei10+-_2.8.19_plant22_slide1_image23,5,47.4127,early,y
hei10+-_2.8.19_plant22_slide1_image24,1,49.1751,late,y
hei10+-_2.8.19_plant22_slide1_image24,2,60.0998,late,y
hei10+-_2.8.19_plant22_slide1_image24,3,64.412,late,y
hei10+-_2.8.19_plant22_slide1_image24,4,41.0987,late,y
hei10+-_2.8.19_plant22_slide1_image24,5,42.7046,late,y
hei10+-_2.8.19_plant22_slide1_image28,1,52.1033,late ,y
hei10+-_2.8.19_plant22_slide1_image28,2,39.5053,late ,y
hei10+-_2.8.19_plant22_slide1_image28,3,44.8508,late ,y
hei10+-_2.8.19_plant22_slide1_image28,4,58.4423,late ,y
hei10+-_2.8.19_plant22_slide1_image28,5,36.081,late ,y
hei10+-_2.12.19_plant13_slide1_image1,1,79.1604,late,y
hei10+-_2.12.19_plant13_slide1_image1,2,48.4487,late,y
hei10+-_2.12.19_plant13_slide1_image1,3,50.5902,late,y
hei10+-_2.12.19_plant13_slide1_image1,4,70.7656,late,n
hei10+-_2.12.19_plant13_slide1_image1,5,68.2847,late,y
hei10+-_2.12.19_plant13_slide1_image2.1,1,36.2449,late,y
hei10+-_2.12.19_plant13_slide1_image2.1,2,44.9833,late,y
hei10+-_2.12.19_plant13_slide1_image2.1,3,37.6161,late,y
hei10+-_2.12.19_plant13_slide1_image2.1,4,34.1896,late,y
hei10+-_2.12.19_plant13_slide1_image2.1,5,37.1619,late,y
hei10+-_2.12.19_plant13_slide1_image2.2,1,52.1715,late,y
hei10+-_2.12.19_plant13_slide1_image2.2,2,35.4375,late,y
hei10+-_2.12.19_plant13_slide1_image2.2,3,33.8312,late,y
hei10+-_2.12.19_plant13_slide1_image2.2,4,39.1666,late,y
hei10+-_2.12.19_plant13_slide1_image2.2,5,48.619,late,y
hei10+-_2.12.19_plant13_slide1_image3,1,51.3377,late/mid,y
hei10+-_2.12.19_plant13_slide1_image3,2,61.0792,late/mid,y 
hei10+-_2.12.19_plant13_slide1_image3,3,41.3963,late/mid,y
hei10+-_2.12.19_plant13_slide1_image3,4,42.7161,late/mid,n
hei10+-_2.12.19_plant13_slide1_image3,5,67.3663,late/mid,y
hei10+-_2.12.19_plant13_slide1_image4,1,45.1525,late,y
hei10+-_2.12.19_plant13_slide1_image4,2,40.6403,late,n
hei10+-_2.12.19_plant13_slide1_image4,3,35.8356,late,y
hei10+-_2.12.19_plant13_slide1_image4,4,35.6176,late,y
hei10+-_2.12.19_plant13_slide1_image4,5,48.0767,late,y
hei10+-_2.12.19_plant13_slide1_image5,1,64.8619,late,y
hei10+-_2.12.19_plant13_slide1_image5,2,58.4431,late,y
hei10+-_2.12.19_plant13_slide1_image5,3,49.1481,late,n
hei10+-_2.12.19_plant13_slide1_image5,4,37.1326,late,y
hei10+-_2.12.19_plant13_slide1_image5,5,46.1314,late,y
hei10+-_2.12.19_plant13_slide1_image6,1,58.8078,late,y
hei10+-_2.12.19_plant13_slide1_image6,2,82.443,late,n
hei10+-_2.12.19_plant13_slide1_image6,3,60.7432,late,y
hei10+-_2.12.19_plant13_slide1_image6,4,50.0904,late,y
hei10+-_2.12.19_plant13_slide1_image6,5,57.8098,late,y
hei10+-_2.12.19_plant13_slide1_image8,1,54.1059,late,y
hei10+-_2.12.19_plant13_slide1_image8,2,49.5835,late,n
hei10+-_2.12.19_plant13_slide1_image8,3,42.9007,late,y
hei10+-_2.12.19_plant13_slide1_image8,4,41.867,late,n
hei10+-_2.12.19_plant13_slide1_image8,5,33.99,late,y
hei10+-_2.12.19_plant13_slide1_image9,1,64.9442,late,y
hei10+-_2.12.19_plant13_slide1_image9,2,72.6913,late,y
hei10+-_2.12.19_plant13_slide1_image9,3,70.76,late,y
hei10+-_2.12.19_plant13_slide1_image9,4,43.6912,late,y
hei10+-_2.12.19_plant13_slide1_image9,5,33.3518,late,y
hei10+-_2.12.19_plant13_slide1_image10,1,49.4628,late,y
hei10+-_2.12.19_plant13_slide1_image10,2,36.5653,late,y
hei10+-_2.12.19_plant13_slide1_image10,3,39.4758,late,y
hei10+-_2.12.19_plant13_slide1_image10,4,57.128,late,y
hei10+-_2.12.19_plant13_slide1_image10,5,40.603,late,y
hei10+-_2.12.19_plant13_slide1_image11,1,45.0503,late,y
hei10+-_2.12.19_plant13_slide1_image11,2,37.869,late,y
hei10+-_2.12.19_plant13_slide1_image11,3,67.9995,late,n
hei10+-_2.12.19_plant13_slide1_image11,4,38.8059,late,y
hei10+-_2.12.19_plant13_slide1_image11,5,38.542,late,y
hei10+-_2.12.19_plant13_slide1_image12,1,54.5003,late,y
hei10+-_2.12.19_plant13_slide1_image12,2,64.4833,late,y
hei10+-_2.12.19_plant13_slide1_image12,3,55.4258,late,y
hei10+-_2.12.19_plant13_slide1_image12,4,44.7073,late,y
hei10+-_2.12.19_plant13_slide1_image12,5,40.0701,late,y
hei10+-_2.12.19_plant13_slide1_image13,1,44.4638,late,y
hei10+-_2.12.19_plant13_slide1_image13,2,53.2507,late,y 
hei10+-_2.12.19_plant13_slide1_image13,3,50.0285,late,y
hei10+-_2.12.19_plant13_slide1_image13,4,38.2092,late,y
hei10+-_2.12.19_plant13_slide1_image13,5,44.0595,late,y
hei10+-_2.12.19_plant13_slide1_image14,1,42.2089,late,y
hei10+-_2.12.19_plant13_slide1_image14,2,37.0604,late,y
hei10+-_2.12.19_plant13_slide1_image14,3,47.5605,late,y
hei10+-_2.12.19_plant13_slide1_image14,4,35.9033,late,y
hei10+-_2.12.19_plant13_slide1_image14,5,36.4096,late,y
hei10+-_2.12.19_plant13_slide1_image15,1,73.0083,early,y
hei10+-_2.12.19_plant13_slide1_image15,2,48.8683,early,y
hei10+-_2.12.19_plant13_slide1_image15,3,47.1724,early,y
hei10+-_2.12.19_plant13_slide1_image15,4,61.6783,early,n
hei10+-_2.12.19_plant13_slide1_image15,5,77.4834,early,y
hei10+-_2.12.19_plant13_slide2_image2,1,35.3401,late,y
hei10+-_2.12.19_plant13_slide2_image2,2,41.3418,late,y
hei10+-_2.12.19_plant13_slide2_image2,3,48.3992,late,y
hei10+-_2.12.19_plant13_slide2_image2,4,41.675,late,n
hei10+-_2.12.19_plant13_slide2_image2,5,53.8792,late,y
hei10+-_2.12.19_plant13_slide2_image3,1,38.0785,late,y
hei10+-_2.12.19_plant13_slide2_image3,2,47.6336,late,n
hei10+-_2.12.19_plant13_slide2_image3,3,52.8578,late,y
hei10+-_2.12.19_plant13_slide2_image3,4,41.5098,late,y
hei10+-_2.12.19_plant13_slide2_image3,5,58.1893,late,y
hei10+-_2.12.19_plant13_slide2_image4,1,37.5971,late,y
hei10+-_2.12.19_plant13_slide2_image4,2,36.813,late,y
hei10+-_2.12.19_plant13_slide2_image4,3,40.2656,late,y
hei10+-_2.12.19_plant13_slide2_image4,4,57.3434,late,y
hei10+-_2.12.19_plant13_slide2_image4,5,51.8247,late,y
hei10+-_2.12.19_plant13_slide2_image5,1,43.1484,late,y
hei10+-_2.12.19_plant13_slide2_image5,2,34.9365,late,y
hei10+-_2.12.19_plant13_slide2_image5,3,34.0241,late,y
hei10+-_2.12.19_plant13_slide2_image5,4,51.0904,late,y
hei10+-_2.12.19_plant13_slide2_image5,5,53.1605,late,y
hei10+-_2.12.19_plant13_slide2_image6,1,46.912,late,y
hei10+-_2.12.19_plant13_slide2_image6,2,40.1478,late,y
hei10+-_2.12.19_plant13_slide2_image6,3,54.1694,late,y
hei10+-_2.12.19_plant13_slide2_image6,4,55.518,late,y
hei10+-_2.12.19_plant13_slide2_image6,5,34.1842,late,y
hei10+-_2.12.19_plant13_slide2_image7,1,48.0418,late,y
hei10+-_2.12.19_plant13_slide2_image7,2,53.0148,late,y
hei10+-_2.12.19_plant13_slide2_image7,3,39.9603,late,y
hei10+-_2.12.19_plant13_slide2_image7,4,35.3572,late,y
hei10+-_2.12.19_plant13_slide2_image7,5,40.8501,late,y
hei10+-_2.12.19_plant13_slide2_image8,1,52.164,late,n
hei10+-_2.12.19_plant13_slide2_image8,2,42.0713,late,n
hei10+-_2.12.19_plant13_slide2_image8,3,38.7026,late,n
hei10+-_2.12.19_plant13_slide2_image8,4,59.1906,late,y
hei10+-_2.12.19_plant13_slide2_image8,5,67.2412,late,n
hei10+-_2.12.19_plant13_slide2_image10,1,37.6938,late,y
hei10+-_2.12.19_plant13_slide2_image10,2,31.8484,late,y
hei10+-_2.12.19_plant13_slide2_image10,3,32.4061,late,y
hei10+-_2.12.19_plant13_slide2_image10,4,45.8628,late,y
hei10+-_2.12.19_plant13_slide2_image10,5,50.4625,late,y
hei10+-_2.12.19_plant13_slide2_image11,1,42.1561,late,y
hei10+-_2.12.19_plant13_slide2_image11,2,55.9906,late,y
hei10+-_2.12.19_plant13_slide2_image11,3,44.9715,late,y
hei10+-_2.12.19_plant13_slide2_image11,4,32.5179,late,y
hei10+-_2.12.19_plant13_slide2_image11,5,34.0463,late,y
hei10+-_2.12.19_plant13_slide2_image13,1,38.9159,late,y
hei10+-_2.12.19_plant13_slide2_image13,2,49.5149,late,y
hei10+-_2.12.19_plant13_slide2_image13,3,45.2062,late,n
hei10+-_2.12.19_plant13_slide2_image13,4,55.5473,late,y
hei10+-_2.12.19_plant13_slide2_image13,5,63.099,late,y
hei10+-_2.12.19_plant13_slide2_image15,1,55.19,late,y
hei10+-_2.12.19_plant13_slide2_image15,2,42.2403,late,n
hei10+-_2.12.19_plant13_slide2_image15,3,58.6246,late,y
hei10+-_2.12.19_plant13_slide2_image15,4,40.9035,late,y
hei10+-_2.12.19_plant13_slide2_image15,5,43.4073,late,n
hei10+-_2.12.19_plant13_slide2_image16,1,41.0509,late/mid,y
hei10+-_2.12.19_plant13_slide2_image16,2,44.7066,late/mid,y
hei10+-_2.12.19_plant13_slide2_image16,3,60.2345,late/mid,y
hei10+-_2.12.19_plant13_slide2_image16,4,59.0484,late/mid,y
hei10+-_2.12.19_plant13_slide2_image16,5,37.2355,late/mid,y
hei10+-_2.12.19_plant13_slide2_image17,1,47.5743,late,y
hei10+-_2.12.19_plant13_slide2_image17,2,60.4046,late,n
hei10+-_2.12.19_plant13_slide2_image17,3,41.3261,late,y
hei10+-_2.12.19_plant13_slide2_image17,4,40.6724,late,n
hei10+-_2.12.19_plant13_slide2_image17,5,45.819,late,y
hei10+-_25.2.20_plant2_slide1_image2,1,32.581,late/mid,y
hei10+-_25.2.20_plant2_slide1_image2,2,33.1301,late/mid,y
hei10+-_25.2.20_plant2_slide1_image2,3,49.1939,late/mid,y
hei10+-_25.2.20_plant2_slide1_image2,4,47.8495,late/mid,y
hei10+-_25.2.20_plant2_slide1_image2,5,39.4975,late/mid,y
hei10+-_25.2.20_plant2_slide1_image3,1,40.426,late,y
hei10+-_25.2.20_plant2_slide1_image3,2,60.7234,late,y
hei10+-_25.2.20_plant2_slide1_image3,3,35.9814,late,y
hei10+-_25.2.20_plant2_slide1_image3,4,47.5577,late,y
hei10+-_25.2.20_plant2_slide1_image3,5,54.4522,late,y
hei10+-_25.2.20_plant2_slide1_image4,1,65.9779,late,y
hei10+-_25.2.20_plant2_slide1_image4,2,51.1368,late,y
hei10+-_25.2.20_plant2_slide1_image4,3,69.2851,late,y
hei10+-_25.2.20_plant2_slide1_image4,4,44.4335,late,y
hei10+-_25.2.20_plant2_slide1_image4,5,44.8704,late,y
hei10+-_25.2.20_plant2_slide1_image5,1,45.9564,late,n
hei10+-_25.2.20_plant2_slide1_image5,2,41.2192,late,y
hei10+-_25.2.20_plant2_slide1_image5,3,51.1578,late,n
hei10+-_25.2.20_plant2_slide1_image5,4,29.5609,late,y
hei10+-_25.2.20_plant2_slide1_image5,5,45.5832,late,y
hei10+-_25.2.20_plant2_slide1_image7,1,63.7613,late,y
hei10+-_25.2.20_plant2_slide1_image7,2,67.092,late,y
hei10+-_25.2.20_plant2_slide1_image7,3,43.7599,late,y
hei10+-_25.2.20_plant2_slide1_image7,4,47.3825,late,n
hei10+-_25.2.20_plant2_slide1_image7,5,52.2862,late,y
hei10+-_25.2.20_plant2_slide1_image8,1,68.024,late,y
hei10+-_25.2.20_plant2_slide1_image8,2,39.8284,late,y
hei10+-_25.2.20_plant2_slide1_image8,3,44.2947,late,y
hei10+-_25.2.20_plant2_slide1_image8,4,64.1704,late,y
hei10+-_25.2.20_plant2_slide1_image8,5,60.208,late,y
hei10+-_25.2.20_plant2_slide1_image9,1,59.0744,late ,y
hei10+-_25.2.20_plant2_slide1_image9,2,43.6616,late ,y
hei10+-_25.2.20_plant2_slide1_image9,3,45.3107,late ,y
hei10+-_25.2.20_plant2_slide1_image9,4,62.0465,late ,y
hei10+-_25.2.20_plant2_slide1_image9,5,35.2477,late ,y
hei10+-_25.2.20_plant2_slide1_image11,1,59.9213,mid,y
hei10+-_25.2.20_plant2_slide1_image11,2,39.1838,mid,n
hei10+-_25.2.20_plant2_slide1_image11,3,71.384,mid,n
hei10+-_25.2.20_plant2_slide1_image11,4,44.0109,mid,y
hei10+-_25.2.20_plant2_slide1_image11,5,58.81,mid,n
hei10+-_25.2.20_plant2_slide1_image12,1,38.058,late/mid,y
hei10+-_25.2.20_plant2_slide1_image12,2,46.1317,late/mid,y
hei10+-_25.2.20_plant2_slide1_image12,3,33.0329,late/mid,y
hei10+-_25.2.20_plant2_slide1_image12,4,54.4521,late/mid,y
hei10+-_25.2.20_plant2_slide1_image12,5,35.6118,late/mid,y
hei10+-_25.2.20_plant2_slide1_image13,1,69.7466,mid,y
hei10+-_25.2.20_plant2_slide1_image13,2,58.9892,mid,y
hei10+-_25.2.20_plant2_slide1_image13,3,55.1117,mid,y
hei10+-_25.2.20_plant2_slide1_image13,4,43.7125,mid,y
hei10+-_25.2.20_plant2_slide1_image13,5,55.7501,mid,y
hei10+-_25.2.20_plant2_slide1_image14,1,39.618,early,y
hei10+-_25.2.20_plant2_slide1_image14,2,51.6145,early,y
hei10+-_25.2.20_plant2_slide1_image14,3,45.4556,early,y
hei10+-_25.2.20_plant2_slide1_image14,4,29.607,early,y
hei10+-_25.2.20_plant2_slide1_image14,5,33.6115,early,y
hei10+-_25.2.20_plant2_slide1_image15,1,48.5276,mid,y
hei10+-_25.2.20_plant2_slide1_image15,2,85.3081,mid,y
hei10+-_25.2.20_plant2_slide1_image15,3,46.2856,mid,y
hei10+-_25.2.20_plant2_slide1_image15,4,65.0833,mid,n
hei10+-_25.2.20_plant2_slide1_image15,5,53.6958,mid,n
hei10+-_25.2.20_plant2_slide1_image16,1,32.5183,mid,y
hei10+-_25.2.20_plant2_slide1_image16,2,46.2965,mid,y
hei10+-_25.2.20_plant2_slide1_image16,3,32.2761,mid,y
hei10+-_25.2.20_plant2_slide1_image16,4,52.1428,mid,y
hei10+-_25.2.20_plant2_slide1_image16,5,39.7024,mid,y
hei10+-_25.2.20_plant2_slide1_image17,1,51.6151,early,y
hei10+-_25.2.20_plant2_slide1_image17,2,55.1676,early,y
hei10+-_25.2.20_plant2_slide1_image17,3,33.5051,early,y
hei10+-_25.2.20_plant2_slide1_image17,4,33.2288,early,y
hei10+-_25.2.20_plant2_slide1_image17,5,39.7393,early,y
